type,title,date_added,release_year,rating,duration_minutes,listed_in,streaming_platform
Movie,Raging Bull Shark,"July 27, 2020",2020,TV-14,96.50121457489878,"Documentaries, Science & Technology",Hulu
Movie,World's Biggest Great White? Expedition Hawaii,"July 27, 2020",2020,TV-PG,96.50121457489878,Documentaries,Hulu
Movie,Sharkcano,"July 22, 2020",2020,TV-PG,96.50121457489878,"Documentaries, Science & Technology",Hulu
Movie,Sharks vs. Dolphins: Blood Battle,"July 21, 2020",2020,TV-14,96.50121457489878,"Documentaries, Science & Technology",Hulu
Movie,The Last Full Measure,"July 21, 2020",2019,R,116.0,"Action, Adventure, Drama",Hulu
Movie,The Assistant,"July 20, 2020",2019,R,87.0,Drama,Hulu
Movie,World's Biggest Tiger Shark?,"July 20, 2020",2020,TV-PG,96.50121457489878,"Documentaries, Science & Technology",Hulu
Movie,Marianne & Leonard: Words of Love,"July 19, 2020",2019,R,101.0,"Documentaries, Music",Hulu
Movie,Ana,"July 17, 2020",2020,TV-14,106.0,"Comedy, Drama",Hulu
Movie,The Current Occupant,"July 17, 2020",2020,TV-MA,86.0,Horror,Hulu
Movie,The Pickup Game,"July 17, 2020",2019,TV-MA,98.0,Documentaries,Hulu
Movie,The Wolf Hour,"July 17, 2020",2019,R,99.0,"Drama, Mystery, Thriller",Hulu
Movie,We Are Freestyle Love Supreme,"July 17, 2020",2020,TV-MA,86.0,"Documentaries, Music",Hulu
Movie,The Traitor,"July 15, 2020",2019,R,151.0,"Crime, Drama, International",Hulu
Movie,The Weekend,"July 15, 2020",2018,R,86.0,"Black Stories, Comedy",Hulu
Movie,Superpower Dogs,"July 11, 2020",2019,G,46.0,"Documentaries, Kids",Hulu
Movie,I Am Not Your Negro,"July 3, 2020",2016,PG-13,94.0,"Black Stories, Documentaries",Hulu
Movie,The House That Jack Built,"July 2, 2020",2018,R,151.0,"Crime, Drama, Horror",Hulu
Movie,Citizen Soldier,"July 1, 2020",2016,R,105.0,Documentaries,Hulu
Movie,Rebel in the Rye,"July 1, 2020",2017,PG-13,109.0,"Drama, History",Hulu
Movie,The Cured,"July 1, 2020",2017,R,95.0,"Drama, Horror, Thriller",Hulu
Movie,The Hornet's Nest,"July 1, 2020",2014,R,97.0,Documentaries,Hulu
Movie,Mission: Impossible - Ghost Protocol,"June 30, 2020",2011,TV-14,128.0,"Action, Adventure",Hulu
Movie,The Gallows Act II,"June 30, 2020",2019,R,100.0,"Horror, Thriller",Hulu
Movie,Wild Nights With Emily,"June 26, 2020",2018,PG-13,86.0,"Comedy, LGBTQ+",Hulu
Movie,Once Were Brothers: Robbie Robertson and The Band,"June 25, 2020",2019,R,102.0,"Documentaries, Music",Hulu
Movie,XX,"June 22, 2020",2017,R,81.0,Horror,Hulu
Movie,Crawl,"June 18, 2020",2019,R,87.0,"Horror, Thriller",Hulu
Movie,Pan,"June 14, 2020",2015,PG,112.0,"Action, Adventure, Family",Hulu
Movie,Eye In The Sky,"June 13, 2020",2015,R,102.0,"Drama, Thriller",Hulu
Movie,Child's Play,"June 12, 2020",2019,R,90.0,"Horror, Thriller",Hulu
Movie,Clemency,"June 12, 2020",2019,R,112.0,"Black Stories, Drama",Hulu
Movie,Good Boy,"June 12, 2020",2020,TV-MA,89.0,"Horror, Thriller",Hulu
Movie,LA 92,"June 12, 2020",2017,TV-MA,114.0,"Black Stories, Documentaries",Hulu
Movie,A Beautiful Planet,"June 11, 2020",2016,G,46.0,"Documentaries, Kids",Hulu
Movie,Journey to the South Pacific,"June 11, 2020",2013,G,40.0,"Documentaries, Kids",Hulu
Movie,Pandas,"June 11, 2020",2018,G,42.0,"Documentaries, Kids",Hulu
Movie,Frankie,"June 5, 2020",2019,PG-13,100.0,Drama,Hulu
Movie,Shirley,"June 5, 2020",2020,R,107.0,"Drama, Horror, Thriller",Hulu
Movie,A Beautiful Day in the Neighborhood,"June 2, 2020",2019,PG,109.0,Drama,Hulu
Movie,Above and Beyond,"June 1, 2020",2014,TV-14,86.0,Documentaries,Hulu
Movie,Dirty Dancing: Havana Nights,"June 1, 2020",2004,TV-14,83.0,"Drama, Music, Romance",Hulu
Movie,Equilibrium,"June 1, 2020",2002,R,107.0,Science Fiction,Hulu
Movie,Happily N'Ever After,"June 1, 2020",2007,PG,87.0,"Action, Adventure, Comedy",Hulu
Movie,Spider-Man,"June 1, 2020",2002,PG-13,121.0,"Action, Adventure, Family",Hulu
Movie,Spider-Man 2,"June 1, 2020",2004,PG-13,128.0,"Action, Adventure, Family",Hulu
Movie,I Still Believe,"May 26, 2020",2020,PG,116.0,"Drama, Music, Romance",Hulu
Movie,The Tracker,"May 25, 2020",2019,R,87.0,"Action, Adventure, Horror",Hulu
Movie,AKA Jane Roe,"May 23, 2020",2020,TV-MA,96.50121457489878,"Documentaries, History",Hulu
Movie,Premature,"May 22, 2020",2019,R,90.0,"Black Stories, Drama, Romance",Hulu
Movie,Rocketman,"May 22, 2020",2019,R,121.0,"Drama, LGBTQ+, Music",Hulu
Movie,My Friend Dahmer,"May 15, 2020",2017,R,109.0,"Drama, Horror",Hulu
Movie,Saving Flora,"May 15, 2020",2018,TV-PG,96.0,"Action, Adventure, Drama",Hulu
Movie,The Boy Downstairs,"May 15, 2020",2018,TV-14,91.0,"Comedy, Romance",Hulu
Movie,Delivered,"May 8, 2020",2020,TV-MA,80.0,"Horror, Thriller",Hulu
Movie,The Hustle,"May 7, 2020",2019,PG-13,94.0,Comedy,Hulu
Movie,Fine Lines,"May 6, 2020",2019,PG,98.0,Documentaries,Hulu
Movie,Pain and Glory,"May 6, 2020",2019,R,113.0,"Drama, International",Hulu
Movie,The 33,"May 5, 2020",2015,PG-13,127.0,Drama,Hulu
Movie,The Lodge,"May 5, 2020",2019,R,108.0,"Horror, Thriller",Hulu
Movie,After Class,"May 4, 2020",2019,TV-MA,94.0,"Comedy, Drama",Hulu
Movie,Christine,"May 1, 2020",2016,R,119.0,Drama,Hulu
Movie,Ghost Team (Unrated),"May 1, 2020",2016,PG-13,85.0,"Action, Adventure, Comedy",Hulu
Movie,The Dinner,"May 1, 2020",2017,R,120.0,"Drama, Horror, Thriller",Hulu
Movie,Toxic Beauty,"April 27, 2020",2019,TV-PG,91.0,Documentaries,Hulu
Movie,Cunningham,"April 23, 2020",2019,PG,93.0,"Documentaries, Music",Hulu
Movie,A Kind of Murder,"April 20, 2020",2016,R,96.0,"Crime, Drama, Horror",Hulu
Movie,Paranormal Activity 3,"April 20, 2020",2011,R,84.0,"Horror, Thriller",Hulu
Movie,2 Days in Paris,"April 15, 2020",2007,R,101.0,"Comedy, Drama, Romance",Hulu
Movie,Vault,"April 14, 2020",2019,R,99.0,"Crime, Drama",Hulu
Movie,13 Assassins,"April 8, 2020",2011,R,125.0,"Action, Adventure, Drama",Hulu
Movie,Barking Dogs Never Bite,"April 8, 2020",2000,NR,110.0,"Comedy, International",Hulu
Movie,Cashback,"April 8, 2020",2007,R,102.0,"Comedy, Drama, International",Hulu
Movie,Force Majeure,"April 8, 2020",2014,R,120.0,"Comedy, Drama",Hulu
Movie,Jesus Camp,"April 8, 2020",2006,PG-13,85.0,Documentaries,Hulu
Movie,Let the Right One In,"April 8, 2020",2008,R,115.0,"Drama, Horror, International",Hulu
Movie,Melancholia,"April 8, 2020",2011,R,135.0,"Drama, Science Fiction",Hulu
Movie,Mother,"April 8, 2020",2009,R,129.0,"Crime, Drama, Horror",Hulu
Movie,Parasite,"April 8, 2020",2019,R,132.0,"Comedy, Drama, Horror",Hulu
Movie,The Host,"April 8, 2020",2006,R,120.0,"Horror, Science Fiction, Thriller",Hulu
Movie,The Queen of Versailles,"April 8, 2020",2012,PG,101.0,Documentaries,Hulu
Movie,Pooka Lives!,"April 3, 2020",2020,TV-MA,80.0,Horror,Hulu
Movie,Portrait of a Lady on Fire,"March 27, 2020",2019,R,121.0,"Drama, History, LGBTQ+",Hulu
Movie,Brown Girl Begins,"March 26, 2020",2018,TV-14,84.0,Science Fiction,Hulu
Movie,Margaret Atwood: A Word After a Word After a Word is Power,"March 20, 2020",2020,TV-MA,93.0,Documentaries,Hulu
Movie,Big Time Adolescence,"March 13, 2020",2020,R,91.0,Comedy,Hulu
Movie,Monos,"March 9, 2020",2019,R,103.0,"Adventure, International, Thriller",Hulu
Movie,Crawlers,"March 6, 2020",2020,TV-MA,81.0,Horror,Hulu
Movie,Getaway,"February 19, 2020",2013,PG-13,90.0,"Action, Adventure, Horror",Hulu
Movie,And So It Goes,"February 15, 2020",2014,PG-13,94.0,"Comedy, Drama, Romance",Hulu
Movie,Oculus,"February 15, 2020",2013,R,104.0,"Horror, Thriller",Hulu
Movie,Racetime,"February 14, 2020",2018,PG,90.0,"Action, Adventure, Comedy",Hulu
Movie,Sea of Shadows,"February 11, 2020",2019,TV-14,105.0,"Crime, Documentaries, Drama",Hulu
Movie,Alive,"February 9, 2020",2019,TV-PG,67.0,Documentaries,Hulu
Movie,My Valentine,"February 7, 2020",2020,TV-MA,79.0,"Horror, Thriller",Hulu
Movie,Angel of Mine,"February 6, 2020",2019,R,98.0,"Drama, Horror, Mystery",Hulu
Movie,The Cave,"February 6, 2020",2019,TV-14,97.0,Documentaries,Hulu
Movie,UFC 246,"February 3, 2020",2020,TV-14,96.50121457489878,Sports,Hulu
Movie,My little Pony Crystal Princess: The Runaway Rainbow en Español,"January 31, 2020",2006,G,46.0,Kids,Hulu
Movie,My little Pony: A Very Minty Christmas en Español,"January 31, 2020",2014,G,44.0,Kids,Hulu
Movie,My Little Pony: The Princess Promenade en Español,"January 31, 2020",2006,G,51.0,Kids,Hulu
Movie,My little Pony: Twinkle Wish Adventure en Español,"January 31, 2020",2009,G,44.0,Kids,Hulu
Movie,Brian Banks,"January 27, 2020",2019,PG-13,99.0,"Black Stories, Drama",Hulu
Movie,Luce,"January 27, 2020",2019,R,110.0,"Black Stories, Drama",Hulu
Movie,Emanuel,"January 20, 2020",2019,TV-14,76.0,Documentaries,Hulu
Movie,"Life, Animated","January 19, 2020",2016,PG,92.0,Documentaries,Hulu
Movie,Rare Exports: A Christmas Tale,"January 15, 2020",2010,R,83.0,"Action, Adventure, Comedy",Hulu
Movie,We Need to Talk About Kevin,"January 15, 2020",2011,R,113.0,"Drama, International",Hulu
Movie,The Art of Self-Defense,"January 6, 2020",2019,R,104.0,Comedy,Hulu
Movie,35 and Ticking,"December 31, 2019",2011,R,109.0,"Black Stories, Comedy, Romance",Hulu
Movie,Beneath the Darkness,"December 31, 2019",2011,R,96.0,"Horror, Thriller",Hulu
Movie,Cabin Fever: Patient Zero,"December 31, 2019",2014,TV-14,95.0,"Horror, Thriller",Hulu
Movie,D.L. Hughley: Reset,"December 31, 2019",2012,TV-MA,58.0,"Comedy, Stand Up",Hulu
Movie,Day of the Falcon,"December 31, 2019",2013,R,130.0,"Action, Adventure, Drama",Hulu
Movie,Elvira: Mistress of the Dark,"December 31, 2019",1988,PG-13,96.0,"Comedy, Horror",Hulu
Movie,Hellbound: Hellraiser II,"December 31, 2019",1988,R,99.0,Horror,Hulu
Movie,Mary,"December 31, 2019",2019,R,85.0,"Horror, Thriller",Hulu
Movie,Middle of Nowhere,"December 31, 2019",2010,R,95.0,"Comedy, Drama, Romance",Hulu
Movie,Odd Thomas,"December 31, 2019",2014,TV-14,97.0,"Comedy, Drama, Horror",Hulu
Movie,The Heart of Christmas,"December 31, 2019",2011,TV-G,90.0,"Drama, Family",Hulu
Movie,The Numbers Station,"December 31, 2019",2013,R,89.0,"Action, Thriller",Hulu
Movie,The Tall Man,"December 31, 2019",2012,TV-14,102.0,"Crime, Horror",Hulu
Movie,Running with the Devil,"December 30, 2019",2019,R,100.0,"Action, Adventure, Crime",Hulu
Movie,Lil Rel Howery: Live in Crenshaw,"December 29, 2019",2019,TV-MA,96.50121457489878,"Comedy, Stand Up",Hulu
Movie,Midnight Kiss,"December 27, 2019",2019,TV-MA,89.0,"Horror, LGBTQ+, Thriller",Hulu
Movie,Lo and Behold: Reveries of the Connected World,"December 23, 2019",2016,PG-13,98.0,Documentaries,Hulu
Movie,Pokémon the Movie: Diancie and the Cocoon of Destruction,"December 22, 2019",2014,TV-Y7,71.0,"Action, Adventure, Anime",Hulu
Movie,Pokémon the Movie: Hoopa and the Clash of Ages,"December 22, 2019",2015,TV-Y7,74.0,"Action, Adventure, Anime",Hulu
Movie,Pokémon The Movie: Volcanion and the Mechanical Marvel,"December 22, 2019",2016,TV-Y7,94.0,"Action, Adventure, Anime",Hulu
Movie,The Kid,"December 18, 2019",2019,R,100.0,"Action, Adventure, Drama",Hulu
Movie,Wild Rose,"December 16, 2019",2018,R,101.0,"Comedy, Drama, Music",Hulu
Movie,Blackfish,"December 12, 2019",2013,PG-13,83.0,Documentaries,Hulu
Movie,Fast Color,"December 11, 2019",2018,PG-13,102.0,"Drama, Horror, Science Fiction",Hulu
Movie,My Little Pony Crystal Princess: The Runaway Rainbow,"December 10, 2019",2006,TV-Y,46.0,"Family, Kids",Hulu
Movie,My Little Pony: A Very Minty Christmas,"December 10, 2019",2005,TV-Y,44.0,"Action, Adventure, Family",Hulu
Movie,My Little Pony: The Princess Promenade,"December 10, 2019",2006,TV-Y,51.0,"Action, Adventure, Family",Hulu
Movie,My Little Pony: Twinkle Wish Adventure,"December 10, 2019",2009,TV-Y,44.0,"Action, Adventure, Family",Hulu
Movie,Eddie Griffin: E-Niggma,"December 6, 2019",2019,TV-MA,96.50121457489878,"Comedy, News, Stand Up",Hulu
Movie,How to Train Your Dragon: Homecoming,"December 5, 2019",2019,TV-PG,96.50121457489878,"Adventure, Family, Kids",Hulu
Movie,Killers Anonymous,"December 5, 2019",2019,R,96.0,"Action, Crime, Mystery",Hulu
Movie,This One's for the Ladies,"December 2, 2019",2018,R,83.0,"Black Stories, Documentaries",Hulu
Movie,Mike Wallace Is Here,"November 28, 2019",2019,PG-13,91.0,Documentaries,Hulu
Movie,Astronaut,"November 26, 2019",2019,PG,97.0,Drama,Hulu
Movie,Love & Mercy,"November 25, 2019",2015,PG-13,122.0,"Drama, Music",Hulu
Movie,Ice Age: A Mammoth Christmas,"November 24, 2019",2011,TV-PG,96.50121457489878,"Action, Adventure, Comedy",Hulu
Movie,Booksmart,"November 18, 2019",2019,R,102.0,"Comedy, LGBTQ+",Hulu
Movie,The Tomorrow Man,"November 18, 2019",2019,PG-13,95.0,"Drama, Romance",Hulu
Movie,UFC Sound Waves,"November 18, 2019",2017,TV-14,96.50121457489878,"Documentaries, Sports",Hulu
Movie,Fantastica: A Boonie Bears Adventure,"November 17, 2019",2017,G,84.0,"Adventure, Comedy, Family",Hulu
Movie,The Biggest Little Farm,"November 6, 2019",2018,PG,92.0,"Documentaries, Family",Hulu
Movie,Denial,"November 4, 2019",2016,PG-13,110.0,Drama,Hulu
Movie,Celeste Barber: Challenge Accepted,"November 1, 2019",2019,TV-MA,96.50121457489878,"Comedy, News, Stand Up",Hulu
Movie,Pilgrim,"November 1, 2019",2019,TV-MA,80.0,Horror,Hulu
Movie,Sinbad: Legend of the Seven Seas,"November 1, 2019",2003,PG,85.0,"Action, Adventure, Cartoons",Hulu
Movie,The Nightingale,"November 1, 2019",2018,R,136.0,"Action, Adventure, Drama",Hulu
Movie,In Search of Greatness,"October 30, 2019",2018,PG-13,77.0,"Documentaries, Sports",Hulu
Movie,Meeting Gorbachev,"October 30, 2019",2018,TV-PG,91.0,Documentaries,Hulu
Movie,Wounds,"October 18, 2019",2019,R,95.0,"Horror, Thriller",Hulu
Movie,Toni Morrison: The Pieces I Am,"October 17, 2019",2019,PG-13,120.0,"Black Stories, Documentaries",Hulu
Movie,Little Woods,"October 14, 2019",2019,R,103.0,"Black Stories, Drama",Hulu
Movie,Little Monsters,"October 11, 2019",2019,R,94.0,"Black Stories, Comedy, Horror",Hulu
Movie,Missing Link,"October 7, 2019",2019,PG,94.0,"Action, Adventure, Comedy",Hulu
Movie,Uncanny Annie,"October 4, 2019",2019,TV-MA,80.0,Horror,Hulu
Movie,Amazing Grace,"October 2, 2019",2018,G,89.0,"Black Stories, Documentaries, Music",Hulu
Movie,The Amityville Murders,"October 1, 2019",2018,TV-MA,98.0,"Horror, Thriller",Hulu
Movie,Teen Spirit,"September 30, 2019",2018,PG-13,93.0,"Drama, Family, Music",Hulu
Movie,Aniara,"September 19, 2019",2018,R,106.0,"Drama, Science Fiction",Hulu
Movie,Crypto,"September 19, 2019",2019,R,106.0,"Drama, Horror, Thriller",Hulu
Movie,Culture Shock: A Conversation With Director Gigi Saul Guerrero,"September 18, 2019",2019,TV-14,2.0,Documentaries,Hulu
Movie,NFL's Greatest Games,"September 15, 2019",1997,TV-G,96.50121457489878,Sports,Hulu
Movie,Nitro Circus: The Movie,"September 13, 2019",2012,PG-13,92.0,"Comedy, Documentaries",Hulu
Movie,Curious George: Royal Monkey,"September 10, 2019",2019,G,87.0,"Action, Adventure, Comedy",Hulu
Movie,Hotel Mumbai,"September 9, 2019",2018,R,123.0,"Action, Thriller",Hulu
Movie,Pure,"September 6, 2019",2019,TV-MA,89.0,Horror,Hulu
Movie,We Die Young,"September 4, 2019",2019,R,93.0,"Action, Adventure, Drama",Hulu
Movie,Matriarch,"September 3, 2019",2018,R,92.0,"Horror, Thriller",Hulu
Movie,The Many Lives of Nick Buoniconti,"September 3, 2019",2019,TV-14,96.50121457489878,"Documentaries, Sports",Hulu
Movie,Untouchable,"September 2, 2019",2019,TV-MA,99.0,Documentaries,Hulu
Movie,Playing It Cool,"September 1, 2019",2015,R,95.0,"Comedy, Drama, Romance",Hulu
Movie,Body at Brighton Rock,"August 29, 2019",2019,R,87.0,"Horror, Thriller",Hulu
Movie,Farruko: En Letra de Otro,"August 24, 2019",2019,TV-14,96.50121457489878,"Documentaries, Latino, Music",Hulu
Movie,Jawline,"August 23, 2019",2019,TV-MA,97.0,Documentaries,Hulu
Movie,Hail Satan?,"August 22, 2019",2019,R,95.0,Documentaries,Hulu
Movie,Forecast Shark Attack,"August 16, 2019",2019,TV-PG,96.50121457489878,"Documentaries, News, Science & Technology",Hulu
Movie,The Amazing Johnathan Documentary,"August 16, 2019",2019,TV-MA,91.0,Documentaries,Hulu
Movie,Andy Irons: Kissed by God,"August 13, 2019",2018,TV-14,100.0,Documentaries,Hulu
Movie,Cannibal Sharks,"August 12, 2019",2019,TV-14,96.50121457489878,"Documentaries, History, News",Hulu
Movie,The Beach Bum,"August 9, 2019",2019,R,95.0,Comedy,Hulu
Movie,The Armstrong Tapes,"August 6, 2019",2019,TV-PG,96.50121457489878,"Documentaries, News, Science & Technology",Hulu
Movie,Non-Fiction,"August 2, 2019",2019,R,107.0,"Comedy, Drama, International",Hulu
Movie,School Spirit,"August 2, 2019",2019,TV-MA,84.0,"Horror, Thriller",Hulu
Movie,After Darkness,"July 29, 2019",2018,R,95.0,"Drama, Science Fiction",Hulu
Movie,The Field Guide to Evil,"July 26, 2019",2018,R,118.0,"Drama, Horror",Hulu
Movie,Time Freak,"July 22, 2019",2018,PG-13,105.0,"Comedy, Drama, Romance",Hulu
Movie,Apollo 11,"July 20, 2019",2019,G,93.0,Documentaries,Hulu
Movie,Clair de Lune 4K Version - Moon Images from NASA's Lunar Reconnaissance Orbiter,"July 19, 2019",2018,TV-G,96.50121457489878,Documentaries,Hulu
Movie,Earth Views,"July 19, 2019",2019,TV-G,96.50121457489878,"Documentaries, Science & Technology",Hulu
Movie,Space Station Fisheye Fly-Through,"July 19, 2019",2016,TV-G,96.50121457489878,Documentaries,Hulu
Movie,SpaceX Crew Dragon’s First Launch on Demo-1 Mission,"July 19, 2019",2019,TV-G,96.50121457489878,"Documentaries, Lifestyle & Culture, Science & Technology",Hulu
Movie,SpaceX TESS Live Launch Coverage,"July 19, 2019",2018,TV-G,96.50121457489878,"Documentaries, Lifestyle & Culture, Science & Technology",Hulu
Movie,Stunning Aurora Borealis from Space,"July 19, 2019",2016,TV-G,96.50121457489878,Documentaries,Hulu
Movie,Culture Shock,"July 4, 2019",2019,TV-MA,91.0,"Horror, Thriller",Hulu
Movie,The Last Word,"July 2, 2019",2017,R,108.0,"Comedy, Drama",Hulu
Movie,Lords of Chaos,"June 28, 2019",2018,R,118.0,"Drama, Horror, Music",Hulu
Movie,They Come Knocking,"June 7, 2019",2019,TV-MA,85.0,"Horror, Science Fiction",Hulu
Movie,Vox Lux,"June 3, 2019",2018,R,114.0,"Drama, Music",Hulu
Movie,Ask Dr. Ruth,"June 1, 2019",2019,TV-14,99.0,Documentaries,Hulu
Movie,The Lonely Man,"June 1, 2019",1957,TV-G,87.0,"Action, Adventure, Drama",Hulu
Movie,Backtrace,"May 23, 2019",2018,R,87.0,"Action, Adventure, Horror",Hulu
Movie,Ben Is Back,"May 20, 2019",2018,R,103.0,Drama,Hulu
Movie,All That We Destroy,"May 3, 2019",2019,TV-MA,85.0,"Horror, Thriller",Hulu
Movie,Border,"April 24, 2019",2018,R,110.0,"International, Romance, Thriller",Hulu
Movie,The Sisters Brothers,"April 22, 2019",2018,R,121.0,"Comedy, Crime, Drama",Hulu
Movie,The Quake,"April 18, 2019",2018,PG-13,108.0,"Action, Adventure, Horror",Hulu
Movie,Destroyer,"April 9, 2019",2018,R,121.0,"Crime, Drama, Thriller",Hulu
Movie,I'm Just F*cking With You,"April 1, 2019",2019,TV-MA,82.0,"Horror, Thriller",Hulu
Movie,Law of the Lawless,"April 1, 2019",1964,TV-PG,87.0,"Action, Adventure",Hulu
Movie,Monsters and Men,"March 27, 2019",2018,R,96.0,"Black Stories, Crime, Drama",Hulu
Movie,If Beale Street Could Talk,"March 26, 2019",2018,R,119.0,"Black Stories, Crime, Drama",Hulu
Movie,Assassination Nation,"March 18, 2019",2018,R,108.0,"Action, Comedy, LGBTQ+",Hulu
Movie,Havana Street Party Presents Orishas,"March 16, 2019",2019,TV-14,96.50121457489878,"Documentaries, Latino, Music",Hulu
Movie,Shoplifters,"March 14, 2019",2018,R,121.0,"Crime, Drama, International",Hulu
Movie,Puppies vs. the World,"March 8, 2019",2017,TV-PG,96.50121457489878,"Documentaries, News, Science & Technology",Hulu
Movie,Voltron: Fleet Of Doom,"March 8, 2019",1986,PG,65.0,"Action, Adventure, Anime",Hulu
Movie,Can I Steal You for a Second?,"March 7, 2019",2019,TV-14,96.50121457489878,Reality,Hulu
Movie,Treehouse,"March 1, 2019",2019,TV-MA,88.0,Horror,Hulu
Movie,Digging for Fire,"February 28, 2019",2015,R,84.0,"Drama, Mystery",Hulu
Movie,The Guilty,"February 28, 2019",2018,R,88.0,"Crime, Drama, Horror",Hulu
Movie,Three Identical Strangers,"February 26, 2019",2018,PG-13,120.0,"Documentaries, Drama, History",Hulu
Movie,The Panama Papers,"February 24, 2019",2018,TV-14,100.0,Documentaries,Hulu
Movie,Dog Days,"February 4, 2019",2018,PG,113.0,"Comedy, Romance",Hulu
Movie,Down,"February 1, 2019",2019,TV-MA,82.0,"Horror, Thriller",Hulu
Movie,Bad Reputation,"January 31, 2019",2018,R,93.0,"Documentaries, Music",Hulu
Movie,FYRE FRAUD,"January 14, 2019",2019,TV-MA,96.0,Documentaries,Hulu
Movie,Support the Girls,"January 3, 2019",2018,R,90.0,"Black Stories, Comedy, Drama",Hulu
Movie,Heathers,"January 1, 2019",1989,R,103.0,"Classics, Comedy, Drama",Hulu
Movie,Shrek en Español,"January 1, 2019",2001,PG,91.0,"Action, Adventure, Comedy",Hulu
Movie,A Crooked Somebody,"December 31, 2018",2017,R,102.0,"Drama, Thriller",Hulu
Movie,"New Year, New You","December 28, 2018",2018,TV-MA,84.0,Horror,Hulu
Movie,UFC Fight Flashback,"December 28, 2018",2014,TV-14,96.50121457489878,Sports,Hulu
Movie,UFC Main Event,"December 28, 2018",2014,TV-14,96.50121457489878,Sports,Hulu
Movie,UFC Unleashed,"December 28, 2018",2005,TV-14,96.50121457489878,Sports,Hulu
Movie,Every Other Holiday,"December 21, 2018",2018,TV-PG,88.0,"Drama, Family",Hulu
Movie,Hearts Beat Loud,"December 19, 2018",2018,PG-13,97.0,"Comedy, Drama, Music",Hulu
Movie,Damsel,"December 17, 2018",2018,R,113.0,"Action, Adventure, Comedy",Hulu
Movie,"Nico, 1988","December 13, 2018",2017,R,94.0,"Drama, History, Music",Hulu
Movie,Pooka!,"December 7, 2018",2018,TV-MA,83.0,"Horror, Thriller",Hulu
Movie,Casi Leyendas,"December 1, 2018",2017,TV-PG,116.0,"Comedy, International",Hulu
Movie,"Señor, Dame Paciencia","December 1, 2018",2017,TV-MA,91.0,"Comedy, International",Hulu
Movie,Damascus Cover,"November 21, 2018",2018,R,94.0,"Action, Adventure, Horror",Hulu
Movie,Sorry to Bother You,"November 21, 2018",2018,R,111.0,"Black Stories, Comedy, Science Fiction",Hulu
Movie,Cartel Land,"November 15, 2018",2015,R,100.0,Documentaries,Hulu
Movie,Luis and the Aliens,"November 15, 2018",2018,PG,82.0,"Action, Adventure, Comedy",Hulu
Movie,Flesh & Blood,"November 2, 2018",2018,TV-MA,93.0,"Horror, Thriller",Hulu
Movie,Johnny Reno,"November 1, 2018",1966,TV-G,83.0,"Action, Adventure",Hulu
Movie,Racer and the Jailbird,"October 29, 2018",2017,R,130.0,"Crime, Drama, International",Hulu
Movie,High Strung,"October 15, 2018",2016,PG,96.0,"Drama, Music",Hulu
Movie,Southbound,"October 5, 2018",2015,R,89.0,"Horror, Thriller",Hulu
Movie,The Body,"October 5, 2018",2018,TV-MA,83.0,"Horror, Thriller",Hulu
Movie,Carved,"October 1, 2018",2018,PG-13,5.0,Horror,Hulu
Movie,"Haunting, Horrifying Sounds from Beyond the Grave","October 1, 2018",2018,PG-13,6.0,Horror,Hulu
Movie,Lippy,"October 1, 2018",2018,PG-13,5.0,"Drama, Horror",Hulu
Movie,The Box,"October 1, 2018",2018,PG-13,4.0,Horror,Hulu
Movie,The Gillymuck,"October 1, 2018",2018,PG-13,4.0,Horror,Hulu
Movie,The Hug,"October 1, 2018",2018,PG-13,5.0,Horror,Hulu
Movie,The Rizzle,"October 1, 2018",2018,PG-13,4.0,Horror,Hulu
Movie,Urn,"October 1, 2018",2018,PG-13,4.0,"Drama, Horror",Hulu
Movie,A 2nd Chance,"September 30, 2018",2014,PG,90.0,"Drama, Family, Kids",Hulu
Movie,Zapped,"September 28, 2018",2014,TV-G,94.0,"Adventure, Black Stories, Comedy",Hulu
Movie,Flower,"September 3, 2018",2017,R,94.0,"Comedy, Drama",Hulu
Movie,Crime + Punishment,"August 24, 2018",2018,TV-MA,112.0,"Black Stories, Documentaries",Hulu
Movie,Minding the Gap,"August 17, 2018",2018,TV-MA,93.0,Documentaries,Hulu
Movie,Borg vs McEnroe,"August 10, 2018",2017,R,108.0,"Drama, International, Sports",Hulu
Movie,Ballet Now,"July 20, 2018",2018,TV-14,74.0,"Documentaries, Lifestyle & Culture",Hulu
Movie,Classic Wimbledon,"June 28, 2018",2018,TV-G,96.50121457489878,Sports,Hulu
Movie,Curious George 3: Back to the Jungle,"June 23, 2018",2015,G,81.0,"Action, Adventure, Comedy",Hulu
Movie,Jorge el Curioso 3: De regreso a la Jungla,"June 23, 2018",2015,G,80.0,"Family, Kids",Hulu
Movie,Breakup at a Wedding,"June 15, 2018",2013,PG-13,85.0,"Comedy, Romance",Hulu
Movie,Night of the Living Dead,"June 4, 2018",1968,TV-MA,86.0,"Classics, Horror, Thriller",Hulu
Movie,"I, Tonya","May 31, 2018",2017,R,120.0,"Comedy, Drama",Hulu
Movie,Half Magic,"May 23, 2018",2018,R,100.0,"Comedy, Romance",Hulu
Movie,Cheddar Features,"May 21, 2018",2018,TV-G,96.50121457489878,"Documentaries, News",Hulu
Movie,Money Menu,"May 21, 2018",2018,TV-G,96.50121457489878,"Cooking & Food, Lifestyle & Culture",Hulu
